dia,data_iso,intensidade_gco2_kwh,emissoes_kt,producao_gwh,consumo_gwh,saldo_importador_gwh,bombagem_gwh,importacao_perc_consumo,intensidade_min,intensidade_max
25/04/2019,2019-04-25,62.7,9.4,149.3,125.5,-10.73,12.0,6.63,55.4,78.0
26/04/2019,2019-04-26,209.2,26.6,127.3,132.49,12.02,6.26,15.22,78.8,287.9
27/04/2019,2019-04-27,254.8,29.9,117.42,118.97,3.86,1.99,9.01,189.5,311.7
28/04/2019,2019-04-28,256.9,19.9,77.55,111.07,39.52,5.6,36.54,188.6,314.8
29/04/2019,2019-04-29,282.8,33.6,118.88,132.37,16.21,2.25,14.38,201.9,367.4
30/04/2019,2019-04-30,268.6,35.0,130.2,134.91,6.59,1.4,7.85,220.7,305.2
01/05/2019,2019-05-01,189.5,15.3,80.68,115.35,41.86,6.55,36.29,138.4,251.5
02/05/2019,2019-05-02,185.2,18.1,97.72,134.0,45.66,8.59,34.08,113.2,269.0
03/05/2019,2019-05-03,268.1,28.0,104.29,135.78,34.55,2.45,26.15,204.5,343.0
04/05/2019,2019-05-04,265.0,18.0,67.94,119.35,53.05,1.12,44.45,165.2,333.9
05/05/2019,2019-05-05,248.9,17.9,71.79,110.24,43.63,4.57,39.75,195.9,386.0
06/05/2019,2019-05-06,344.6,45.4,131.75,131.91,1.12,0.64,9.35,252.1,486.6
07/05/2019,2019-05-07,269.7,36.9,136.93,138.35,2.19,0.25,9.31,75.6,409.8
08/05/2019,2019-05-08,85.3,10.1,117.91,139.19,32.15,9.96,23.1,59.1,225.0
09/05/2019,2019-05-09,215.2,24.9,115.56,141.13,28.97,2.76,20.75,154.1,312.4
10/05/2019,2019-05-10,247.7,34.7,140.06,138.58,3.18,4.24,12.77,158.0,374.7
11/05/2019,2019-05-11,329.1,32.2,97.73,120.05,25.1,2.35,21.41,76.3,420.9
12/05/2019,2019-05-12,85.3,7.9,93.13,113.03,41.81,20.79,36.99,63.3,152.9
13/05/2019,2019-05-13,274.3,36.4,132.59,136.06,10.45,6.42,13.4,106.5,371.5
14/05/2019,2019-05-14,312.0,53.2,170.37,141.14,-28.95,0.0,0.61,180.0,354.2
15/05/2019,2019-05-15,344.4,57.2,166.18,140.56,-25.4,0.0,0.52,261.1,396.4
16/05/2019,2019-05-16,262.7,45.8,174.47,138.69,-32.73,2.64,1.16,94.4,352.7
17/05/2019,2019-05-17,149.9,20.1,133.83,136.84,19.12,15.07,15.19,79.4,199.9
18/05/2019,2019-05-18,207.0,22.9,110.55,118.88,15.9,6.65,13.83,170.4,241.7
19/05/2019,2019-05-19,279.3,21.8,78.08,110.1,38.9,5.96,35.33,212.8,338.8
20/05/2019,2019-05-20,334.6,52.9,158.04,132.88,-24.74,0.09,2.75,286.7,424.3
21/05/2019,2019-05-21,389.7,65.0,166.79,137.15,-29.41,0.0,0.0,338.8,425.0
22/05/2019,2019-05-22,419.7,65.3,155.51,137.47,-17.85,0.0,0.44,333.6,495.0
23/05/2019,2019-05-23,391.0,63.4,162.09,137.64,-23.68,0.49,0.0,255.6,482.0
24/05/2019,2019-05-24,218.7,28.0,128.05,137.12,12.7,2.72,11.97,142.2,257.2
25/05/2019,2019-05-25,164.0,14.6,89.23,122.54,46.64,12.49,38.06,110.1,215.5
26/05/2019,2019-05-26,180.9,14.8,81.73,113.88,39.24,6.35,35.95,143.0,239.0
27/05/2019,2019-05-27,267.1,33.0,123.53,135.89,14.23,1.24,11.11,183.6,319.3
28/05/2019,2019-05-28,228.9,26.2,114.27,139.72,29.48,3.38,21.11,154.1,279.7
29/05/2019,2019-05-29,250.6,30.8,123.01,142.03,22.39,2.62,16.7,120.6,360.8
30/05/2019,2019-05-30,327.0,49.3,150.84,144.64,-4.84,0.91,3.83,193.5,413.8
31/05/2019,2019-05-31,382.0,58.5,153.24,145.87,-7.11,0.0,2.94,331.0,441.5
01/06/2019,2019-06-01,416.8,51.6,123.8,128.24,5.12,0.34,6.5,248.5,510.7
02/06/2019,2019-06-02,285.1,22.1,77.58,117.96,43.37,2.06,36.77,218.8,386.9
03/06/2019,2019-06-03,393.3,59.0,150.03,139.67,-9.67,0.38,1.09,349.7,462.8
04/06/2019,2019-06-04,312.5,40.7,130.14,140.65,18.66,7.71,14.05,220.1,439.9
05/06/2019,2019-06-05,280.6,33.1,117.9,138.14,26.03,5.3,19.01,184.0,420.2
06/06/2019,2019-06-06,252.9,34.1,134.79,140.17,16.11,10.09,14.64,128.5,432.2
07/06/2019,2019-06-07,266.2,31.0,116.31,136.42,30.6,9.68,24.55,108.5,376.5
08/06/2019,2019-06-08,322.0,30.3,94.13,119.63,36.27,10.1,30.32,226.9,391.7
09/06/2019,2019-06-09,232.2,18.7,80.54,110.41,40.54,9.98,36.72,178.4,299.5
10/06/2019,2019-06-10,323.7,40.0,123.69,112.38,-3.49,7.28,12.56,236.7,412.7
11/06/2019,2019-06-11,295.2,44.6,150.97,134.19,-14.33,1.94,1.75,223.4,334.4
12/06/2019,2019-06-12,331.7,50.5,152.13,136.5,-14.99,0.0,0.53,295.6,379.0
13/06/2019,2019-06-13,367.9,51.3,139.53,135.22,-1.76,2.02,4.38,304.5,422.0
14/06/2019,2019-06-14,385.1,52.9,137.39,137.74,1.01,0.06,4.51,335.5,445.1
15/06/2019,2019-06-15,387.4,38.0,98.15,121.03,24.22,0.72,20.13,321.7,453.9
16/06/2019,2019-06-16,362.1,33.8,93.44,111.93,23.57,4.38,22.63,252.4,430.3
17/06/2019,2019-06-17,421.6,55.4,131.37,134.65,3.69,0.0,7.06,363.0,487.5
18/06/2019,2019-06-18,306.1,45.3,148.02,140.5,1.19,8.21,5.18,212.0,435.8
19/06/2019,2019-06-19,428.8,60.1,140.04,139.18,1.04,1.52,3.94,336.2,474.6
20/06/2019,2019-06-20,383.9,47.4,123.48,118.56,-3.77,0.61,4.52,285.2,499.8
21/06/2019,2019-06-21,353.3,42.2,119.57,129.64,10.92,0.29,9.08,265.6,393.4
22/06/2019,2019-06-22,351.2,33.3,94.9,119.74,31.09,5.69,25.96,250.3,430.6
23/06/2019,2019-06-23,300.7,24.2,80.49,113.08,40.81,7.49,37.15,193.4,449.6
24/06/2019,2019-06-24,476.6,55.5,116.54,127.12,11.71,0.65,10.14,439.5,526.0
25/06/2019,2019-06-25,433.8,60.2,138.68,138.38,0.04,0.0,4.58,365.9,517.8
26/06/2019,2019-06-26,441.5,58.2,131.79,140.74,9.35,0.03,10.08,345.5,528.9
27/06/2019,2019-06-27,477.3,63.3,132.66,141.4,9.19,0.13,9.17,392.8,570.0
28/06/2019,2019-06-28,430.1,67.6,157.25,142.13,-14.83,0.0,0.22,346.9,503.5
29/06/2019,2019-06-29,457.8,62.4,136.23,125.17,-10.38,0.38,0.19,406.2,530.2
30/06/2019,2019-06-30,403.5,43.8,108.52,115.34,8.48,1.16,9.41,290.0,492.6
01/07/2019,2019-07-01,382.7,52.6,137.48,137.39,0.79,0.48,5.09,316.6,443.5
02/07/2019,2019-07-02,413.2,61.8,149.7,142.67,-4.79,1.92,6.05,322.3,494.9
03/07/2019,2019-07-03,427.2,66.2,154.91,142.25,-12.02,0.35,4.16,363.5,525.6
04/07/2019,2019-07-04,428.3,69.6,162.39,142.3,-19.8,0.04,1.99,378.1,525.6
05/07/2019,2019-07-05,446.3,72.4,162.29,141.67,-20.42,0.0,1.23,370.5,585.0
06/07/2019,2019-07-06,506.1,66.7,131.86,123.95,-4.84,2.83,2.42,437.4,585.1
07/07/2019,2019-07-07,469.9,45.9,97.77,114.15,18.36,1.49,16.27,397.5,549.1
08/07/2019,2019-07-08,476.2,64.5,135.5,137.81,7.64,4.99,10.23,422.9,544.8
09/07/2019,2019-07-09,491.7,69.0,140.41,143.82,6.48,2.8,5.95,437.8,512.6
10/07/2019,2019-07-10,433.7,68.2,157.22,147.15,-6.48,3.36,4.63,369.6,468.9
11/07/2019,2019-07-11,423.1,73.2,173.06,151.73,-21.12,0.0,0.41,342.2,526.0
12/07/2019,2019-07-12,427.6,74.0,173.13,150.33,-22.58,0.0,0.37,372.4,525.4
13/07/2019,2019-07-13,470.7,53.2,113.06,128.9,17.67,1.38,14.55,375.2,583.0
14/07/2019,2019-07-14,367.7,29.7,80.76,119.13,40.88,1.86,34.77,261.7,471.6
15/07/2019,2019-07-15,427.6,57.5,134.54,142.16,9.07,0.88,8.45,310.3,475.8
16/07/2019,2019-07-16,406.4,58.6,144.25,143.63,-0.19,0.05,4.29,360.9,444.1
17/07/2019,2019-07-17,394.7,60.0,152.11,142.67,-8.76,0.35,3.75,334.1,449.2
18/07/2019,2019-07-18,401.1,60.9,151.73,144.88,-5.9,0.64,2.52,308.4,447.5
19/07/2019,2019-07-19,355.5,51.9,146.04,146.32,0.97,0.19,5.96,266.1,453.9
20/07/2019,2019-07-20,250.8,25.7,102.42,128.57,27.94,1.14,21.73,206.0,304.5
21/07/2019,2019-07-21,305.6,26.5,86.57,118.57,34.19,1.48,29.01,254.6,375.4
22/07/2019,2019-07-22,454.8,63.7,140.08,145.13,5.71,0.27,5.88,354.1,489.8
23/07/2019,2019-07-23,421.2,69.7,165.54,147.95,-14.67,2.67,3.29,349.0,521.6
24/07/2019,2019-07-24,429.3,70.1,163.33,147.21,-15.41,0.46,3.0,364.3,538.6
25/07/2019,2019-07-25,354.8,53.5,150.83,147.66,-0.79,1.86,7.59,283.8,450.0
26/07/2019,2019-07-26,296.4,44.7,150.88,142.13,-5.63,2.57,3.67,209.4,342.5
27/07/2019,2019-07-27,255.4,22.2,86.99,123.99,47.49,9.7,38.31,184.7,305.3
28/07/2019,2019-07-28,249.3,18.5,74.09,113.77,51.87,11.4,46.78,175.0,335.4
29/07/2019,2019-07-29,215.9,28.0,129.71,135.76,15.54,8.73,11.81,185.6,243.2
30/07/2019,2019-07-30,254.5,35.1,137.77,137.98,6.59,5.79,7.35,155.4,303.0
31/07/2019,2019-07-31,318.5,36.4,114.38,139.46,33.17,7.52,24.02,201.2,402.0
01/08/2019,2019-08-01,319.8,39.6,123.94,139.27,15.71,0.0,12.09,286.0,364.9
02/08/2019,2019-08-02,284.0,42.5,149.7,138.55,-9.71,1.08,5.07,257.0,327.7
03/08/2019,2019-08-03,297.8,31.9,107.17,123.04,17.84,1.47,14.5,241.6,352.4
04/08/2019,2019-08-04,241.3,21.4,88.87,115.22,29.18,2.23,26.36,161.8,341.6
05/08/2019,2019-08-05,282.9,40.6,143.36,132.79,-8.5,1.6,5.87,237.7,340.9
06/08/2019,2019-08-06,320.1,46.0,143.86,137.59,-5.35,0.56,4.32,268.0,379.9
07/08/2019,2019-08-07,333.9,44.3,132.8,137.36,5.44,0.52,8.0,289.3,411.3
08/08/2019,2019-08-08,271.0,35.6,131.44,139.14,16.55,8.31,12.12,185.7,338.0
09/08/2019,2019-08-09,233.8,27.0,115.37,135.12,26.77,6.46,21.13,165.7,313.2
10/08/2019,2019-08-10,297.5,30.5,102.68,119.73,20.94,3.37,19.78,170.5,359.6
11/08/2019,2019-08-11,153.5,14.2,92.47,111.86,27.68,7.67,24.77,122.2,209.2
12/08/2019,2019-08-12,242.4,24.1,99.33,124.65,36.49,10.59,29.27,171.2,289.7
13/08/2019,2019-08-13,277.8,28.6,102.91,127.04,31.2,6.53,24.97,171.0,342.5
14/08/2019,2019-08-14,304.7,35.1,115.31,128.44,16.17,2.57,14.89,245.6,373.7
15/08/2019,2019-08-15,202.7,18.1,89.29,119.44,37.97,7.23,32.12,157.0,288.2
16/08/2019,2019-08-16,253.4,30.2,119.06,126.72,8.71,0.57,10.43,192.4,319.5
17/08/2019,2019-08-17,239.3,21.3,88.9,120.96,38.01,5.37,32.18,166.6,315.6
18/08/2019,2019-08-18,192.2,17.5,91.04,115.53,31.31,6.27,29.03,127.0,270.4
19/08/2019,2019-08-19,264.5,29.6,111.82,124.75,15.45,2.02,13.43,184.9,311.3
20/08/2019,2019-08-20,274.1,31.6,115.1,128.2,23.06,9.42,18.18,197.5,356.5
21/08/2019,2019-08-21,302.4,31.4,103.77,132.12,37.91,8.99,28.69,206.5,392.4
22/08/2019,2019-08-22,290.5,30.2,104.08,135.36,35.54,3.75,26.25,218.5,340.2
23/08/2019,2019-08-23,282.9,33.9,119.91,136.8,17.55,0.21,14.41,231.2,329.0
24/08/2019,2019-08-24,286.2,24.7,86.18,123.02,37.9,0.54,30.84,173.8,390.6
25/08/2019,2019-08-25,279.3,17.6,63.1,113.28,54.39,3.66,48.02,182.4,354.2
26/08/2019,2019-08-26,250.8,33.1,132.05,129.19,4.04,6.39,12.31,152.8,325.6
27/08/2019,2019-08-27,304.7,41.4,135.77,133.49,-1.58,0.21,6.89,257.5,419.0
28/08/2019,2019-08-28,379.9,51.0,134.16,134.04,0.32,0.0,6.09,316.1,436.6
29/08/2019,2019-08-29,391.1,54.5,139.29,134.6,-4.5,0.0,4.9,321.4,481.0
30/08/2019,2019-08-30,416.3,53.5,128.55,135.06,7.4,0.68,10.35,327.7,505.2
31/08/2019,2019-08-31,316.2,31.8,100.56,121.04,22.99,1.87,19.09,166.6,422.4
01/09/2019,2019-09-01,221.6,14.1,63.51,114.4,55.49,3.92,48.51,169.6,266.8
02/09/2019,2019-09-02,244.5,28.2,115.23,138.23,33.53,9.93,26.15,130.2,361.1
03/09/2019,2019-09-03,282.3,36.8,130.17,145.25,19.77,4.19,16.44,204.0,336.0
04/09/2019,2019-09-04,284.8,35.9,125.9,146.59,21.18,0.0,15.98,161.5,359.4
05/09/2019,2019-09-05,147.3,19.7,133.94,147.61,18.84,4.53,14.39,122.6,175.7
06/09/2019,2019-09-06,159.2,18.6,116.87,145.19,40.36,11.39,28.3,116.6,206.3
07/09/2019,2019-09-07,173.2,18.6,107.17,126.08,29.01,9.43,24.36,97.4,281.3
08/09/2019,2019-09-08,250.9,21.8,86.89,117.59,44.5,13.16,38.55,140.7,368.6
09/09/2019,2019-09-09,265.9,35.5,133.64,137.53,7.64,3.29,11.69,185.5,394.7
10/09/2019,2019-09-10,181.4,24.7,135.93,139.26,18.27,14.33,17.18,152.9,218.6
11/09/2019,2019-09-11,191.7,22.9,119.36,140.67,34.96,13.06,25.55,154.0,243.3
12/09/2019,2019-09-12,230.5,32.2,139.65,144.09,13.42,8.49,16.28,171.0,325.2
13/09/2019,2019-09-13,234.3,32.0,136.48,145.92,13.04,3.12,15.2,160.6,300.6
14/09/2019,2019-09-14,216.9,23.4,107.96,127.29,27.39,7.47,22.78,147.9,312.3
15/09/2019,2019-09-15,275.7,21.3,77.08,117.87,48.87,7.47,41.48,208.9,380.6
16/09/2019,2019-09-16,312.3,43.9,140.59,140.0,0.58,0.75,10.15,260.4,414.6
17/09/2019,2019-09-17,338.4,48.0,141.85,142.73,1.83,0.55,7.48,271.7,384.0
18/09/2019,2019-09-18,350.0,49.7,142.06,141.48,0.38,0.62,5.57,271.6,406.3
19/09/2019,2019-09-19,348.8,50.7,145.33,141.36,-3.36,0.16,6.78,283.3,419.0
20/09/2019,2019-09-20,351.6,41.9,119.17,139.35,21.97,1.25,18.23,189.6,446.2
21/09/2019,2019-09-21,180.1,22.2,123.47,123.04,10.15,9.92,11.82,130.3,228.2
22/09/2019,2019-09-22,224.3,17.5,77.82,110.58,49.78,16.36,47.26,126.3,301.8
23/09/2019,2019-09-23,296.3,38.3,129.41,133.63,6.95,2.17,13.66,227.8,380.3
24/09/2019,2019-09-24,262.7,37.0,140.94,141.15,14.49,13.69,17.27,194.4,309.7
25/09/2019,2019-09-25,268.3,37.7,140.64,138.79,6.33,7.7,13.48,210.9,331.7
26/09/2019,2019-09-26,291.4,40.2,137.86,138.98,1.64,0.05,11.17,220.9,373.1
27/09/2019,2019-09-27,293.9,38.5,131.01,138.86,8.96,0.66,12.11,228.4,337.1
28/09/2019,2019-09-28,322.9,30.9,95.54,121.62,27.33,0.72,23.12,226.2,388.3
29/09/2019,2019-09-29,263.3,20.6,78.37,113.67,41.95,6.04,38.46,210.7,317.6
30/09/2019,2019-09-30,291.6,41.3,141.75,137.4,-2.97,0.91,8.08,230.4,416.6
01/10/2019,2019-10-01,243.8,34.3,140.63,140.86,4.43,3.67,10.6,172.3,301.3
02/10/2019,2019-10-02,264.3,29.7,112.29,139.56,38.06,10.26,28.73,187.7,341.7
03/10/2019,2019-10-03,297.4,36.4,122.38,139.34,17.94,0.46,17.97,216.1,373.3
04/10/2019,2019-10-04,315.8,44.5,140.78,139.23,-1.0,0.18,7.02,258.7,371.4
05/10/2019,2019-10-05,342.5,35.5,103.59,118.52,17.97,2.58,18.02,244.1,420.0
06/10/2019,2019-10-06,264.4,24.1,90.99,112.77,27.88,5.35,25.25,192.8,325.4
07/10/2019,2019-10-07,359.1,50.1,139.39,135.1,-2.53,1.23,11.44,240.7,475.5
08/10/2019,2019-10-08,400.3,62.7,156.74,140.96,-15.33,0.21,1.17,300.9,480.0
09/10/2019,2019-10-09,330.7,48.9,147.83,138.87,-3.15,5.42,4.76,241.6,384.8
10/10/2019,2019-10-10,387.0,53.2,137.55,139.08,8.09,6.19,10.86,276.2,493.0
11/10/2019,2019-10-11,425.4,50.1,117.66,137.69,23.27,2.66,17.54,267.9,526.6
12/10/2019,2019-10-12,163.3,16.0,97.93,123.45,35.59,9.2,28.83,128.5,272.9
13/10/2019,2019-10-13,139.5,14.8,106.2,115.2,34.77,25.04,30.38,117.8,176.9
14/10/2019,2019-10-14,215.3,28.9,134.06,134.01,10.8,10.26,13.91,172.2,281.0
15/10/2019,2019-10-15,264.9,30.0,113.17,136.75,30.7,6.57,24.67,187.0,318.0
16/10/2019,2019-10-16,225.3,30.0,133.27,139.58,15.32,8.4,14.51,167.4,268.5
17/10/2019,2019-10-17,263.8,37.2,140.98,140.72,1.33,0.94,7.14,152.7,354.9
18/10/2019,2019-10-18,298.1,35.3,118.3,137.54,21.7,1.94,16.09,234.5,378.1
19/10/2019,2019-10-19,148.3,15.6,105.11,124.71,24.58,4.34,19.71,116.0,235.6
20/10/2019,2019-10-20,199.9,18.7,93.79,114.45,34.45,13.07,30.61,115.0,341.0
21/10/2019,2019-10-21,336.2,47.8,142.26,135.16,-6.41,0.28,7.02,264.7,432.1
22/10/2019,2019-10-22,310.6,43.4,139.87,140.47,2.98,1.94,11.47,236.3,377.3
23/10/2019,2019-10-23,260.3,44.1,169.21,143.14,-19.26,6.37,8.31,214.8,321.0
24/10/2019,2019-10-24,307.5,35.9,116.72,143.24,32.2,5.22,23.49,222.4,418.0
25/10/2019,2019-10-25,299.5,38.6,128.99,140.28,15.5,3.74,15.66,187.9,379.1
26/10/2019,2019-10-26,190.6,18.1,94.72,123.36,37.15,7.86,30.29,135.8,288.9
27/10/2019,2019-10-27,227.8,20.4,89.66,120.92,36.11,4.06,30.89,178.1,312.1
28/10/2019,2019-10-28,353.8,58.5,165.31,139.97,-23.45,1.4,4.54,246.8,450.8
29/10/2019,2019-10-29,400.4,62.4,155.81,144.51,-10.77,0.27,4.08,320.8,497.9
30/10/2019,2019-10-30,394.7,61.7,156.23,145.57,-8.49,1.86,5.72,303.3,483.7
31/10/2019,2019-10-31,362.4,48.6,134.03,143.96,14.25,3.68,13.85,147.4,435.0
01/11/2019,2019-11-01,100.7,11.3,112.27,124.05,24.47,11.78,20.72,78.9,165.9
02/11/2019,2019-11-02,101.2,11.8,116.38,121.76,28.27,22.07,23.25,82.1,131.7
03/11/2019,2019-11-03,86.6,10.9,125.27,117.43,15.58,22.68,14.31,63.5,108.3
04/11/2019,2019-11-04,86.3,14.3,166.25,140.7,-19.35,5.6,1.42,76.4,100.7
05/11/2019,2019-11-05,147.1,23.5,159.69,142.84,-9.31,6.92,4.75,85.0,221.1
06/11/2019,2019-11-06,219.8,27.5,125.08,145.05,22.56,2.06,16.91,175.8,282.7
07/11/2019,2019-11-07,179.4,31.4,174.77,146.89,-25.15,2.22,0.53,133.4,221.1
08/11/2019,2019-11-08,207.6,30.4,146.31,145.01,1.68,2.46,7.6,141.6,297.8
09/11/2019,2019-11-09,193.7,28.2,145.78,133.5,-10.45,1.34,5.58,133.0,252.4
10/11/2019,2019-11-10,132.7,17.7,133.52,125.16,4.77,12.51,8.48,82.9,193.8
11/11/2019,2019-11-11,203.1,32.3,158.9,146.47,0.31,12.21,8.46,148.9,268.4
12/11/2019,2019-11-12,212.0,36.5,172.39,153.46,-13.21,5.19,7.57,169.9,280.6
13/11/2019,2019-11-13,218.9,39.5,180.5,150.07,-20.74,9.15,2.43,128.9,308.4
14/11/2019,2019-11-14,171.1,33.3,194.63,154.02,-24.11,15.9,2.68,116.5,220.8
15/11/2019,2019-11-15,211.4,39.4,186.65,153.27,-27.53,5.32,0.77,153.9,252.6
16/11/2019,2019-11-16,250.3,35.7,142.55,137.39,-2.61,2.06,4.41,191.8,334.1
17/11/2019,2019-11-17,204.3,28.4,138.91,131.79,5.8,12.16,14.35,158.9,297.4
18/11/2019,2019-11-18,316.3,54.7,173.01,152.25,-12.09,8.11,5.77,150.8,487.1
19/11/2019,2019-11-19,337.8,66.7,197.44,162.79,-31.12,3.34,5.64,270.0,556.1
20/11/2019,2019-11-20,359.6,65.8,183.06,161.41,-18.53,2.88,2.31,301.8,443.4
21/11/2019,2019-11-21,374.3,65.3,174.33,159.04,-4.91,10.11,5.49,293.2,437.8
22/11/2019,2019-11-22,171.0,32.9,192.17,159.66,-15.7,15.89,3.68,97.4,258.7
23/11/2019,2019-11-23,95.4,13.9,146.17,139.39,11.23,17.28,10.02,72.2,132.2
24/11/2019,2019-11-24,126.8,15.1,118.79,133.16,25.21,10.06,25.53,97.1,161.1
25/11/2019,2019-11-25,251.3,45.7,181.91,152.67,-17.05,11.76,5.33,103.4,312.9
26/11/2019,2019-11-26,185.9,36.8,197.94,157.14,-30.37,10.03,4.45,140.4,219.0
27/11/2019,2019-11-27,176.6,32.2,182.57,155.83,-18.0,8.3,6.4,137.0,206.5
28/11/2019,2019-11-28,145.1,26.1,179.89,156.66,-12.74,9.83,9.66,96.6,211.5
29/11/2019,2019-11-29,232.6,40.6,174.39,152.65,-14.89,6.3,8.16,147.6,296.2
30/11/2019,2019-11-30,141.7,22.2,156.98,136.45,-12.58,7.35,1.83,110.5,163.5
01/12/2019,2019-12-01,123.2,22.1,179.68,128.4,-44.56,6.12,0.0,106.5,142.3
02/12/2019,2019-12-02,169.4,35.0,206.39,152.92,-44.72,8.2,0.07,109.3,216.5
03/12/2019,2019-12-03,264.6,55.3,208.89,157.78,-42.44,8.15,1.42,150.8,346.0
04/12/2019,2019-12-04,325.3,63.7,195.75,161.73,-27.62,6.19,2.84,217.4,394.3
05/12/2019,2019-12-05,238.3,51.2,214.84,161.08,-48.98,4.42,0.48,188.5,288.9
06/12/2019,2019-12-06,297.4,54.0,181.48,158.79,-20.87,1.51,1.89,203.5,392.3
07/12/2019,2019-12-07,315.5,44.1,139.88,140.83,2.18,0.75,9.39,192.8,366.5
08/12/2019,2019-12-08,149.2,14.5,96.93,133.59,45.66,8.25,34.18,109.8,191.5
09/12/2019,2019-12-09,177.9,24.8,139.63,155.08,23.2,7.1,17.44,141.7,226.0
10/12/2019,2019-12-10,227.9,37.8,165.9,160.95,-3.93,0.47,7.72,197.4,337.2
11/12/2019,2019-12-11,147.6,26.7,180.79,161.94,-13.64,4.58,7.92,106.7,200.6
12/12/2019,2019-12-12,119.9,23.1,192.37,166.75,-14.2,10.74,6.51,85.8,145.9
13/12/2019,2019-12-13,101.5,19.1,188.22,161.18,-14.82,11.58,4.05,80.7,125.0
14/12/2019,2019-12-14,111.4,17.1,153.74,142.12,-3.29,7.71,7.55,73.7,146.1
15/12/2019,2019-12-15,98.4,14.6,148.23,134.61,1.52,14.42,11.53,69.0,129.9
16/12/2019,2019-12-16,166.4,31.1,186.73,160.57,-20.5,5.12,4.53,88.5,200.3
17/12/2019,2019-12-17,160.7,34.4,214.06,161.98,-45.8,5.64,0.25,83.8,193.6
18/12/2019,2019-12-18,91.7,20.7,226.16,165.18,-59.54,0.8,0.0,65.0,112.7
19/12/2019,2019-12-19,90.3,20.4,225.45,158.72,-62.02,4.13,0.0,57.0,130.4
20/12/2019,2019-12-20,63.5,13.8,217.05,154.34,-56.56,5.53,0.0,45.3,86.4
21/12/2019,2019-12-21,54.1,11.7,217.07,134.54,-75.36,6.61,0.0,44.3,81.0
22/12/2019,2019-12-22,63.6,13.2,206.9,126.61,-74.51,5.17,0.0,45.1,121.9
23/12/2019,2019-12-23,104.3,18.5,177.42,137.92,-33.59,5.4,0.0,66.9,128.8
24/12/2019,2019-12-24,86.4,13.5,156.51,121.19,-21.38,13.35,1.43,60.3,108.6
25/12/2019,2019-12-25,58.0,9.1,157.51,107.58,-35.43,13.93,0.0,51.9,70.8
26/12/2019,2019-12-26,106.4,17.2,161.92,129.55,-27.98,3.91,0.23,68.4,132.4
27/12/2019,2019-12-27,120.0,22.1,184.37,136.35,-42.6,4.95,0.0,65.0,149.5
28/12/2019,2019-12-28,108.9,19.1,175.08,128.16,-46.37,0.09,0.0,67.1,140.5
29/12/2019,2019-12-29,94.7,14.3,151.41,123.09,-17.01,10.76,1.42,66.9,121.7
30/12/2019,2019-12-30,149.4,21.7,144.95,136.34,1.45,9.51,8.75,88.2,188.1
31/12/2019,2019-12-31,163.2,25.1,153.62,131.79,-19.83,1.54,1.2,122.0,202.2
01/01/2020,2020-01-01,112.2,13.7,122.0,118.56,1.7,4.56,5.74,79.1,138.0
02/01/2020,2020-01-02,172.7,30.4,176.33,151.44,-19.63,4.78,4.04,88.8,217.9
03/01/2020,2020-01-03,201.2,32.5,161.41,154.04,-0.8,6.09,9.08,118.9,239.9
04/01/2020,2020-01-04,109.5,14.7,134.01,138.96,16.45,10.93,15.45,87.6,137.8
05/01/2020,2020-01-05,157.0,23.1,147.43,133.22,-2.2,11.47,8.64,76.1,212.7
06/01/2020,2020-01-06,233.4,36.7,157.14,160.55,8.32,4.38,10.45,152.6,289.7
07/01/2020,2020-01-07,252.7,47.3,187.11,167.58,-14.75,4.3,5.63,216.6,303.4
08/01/2020,2020-01-08,246.6,47.7,193.48,167.88,-18.03,6.93,6.91,205.3,321.7
09/01/2020,2020-01-09,199.1,39.4,197.91,168.16,-24.76,4.4,5.95,141.7,236.2
10/01/2020,2020-01-10,186.8,37.7,201.83,164.68,-27.87,8.79,3.8,134.0,244.0
11/01/2020,2020-01-11,226.9,35.1,154.63,146.1,-3.8,4.23,5.08,159.0,297.5
12/01/2020,2020-01-12,256.6,31.6,123.09,139.57,26.19,9.16,23.15,210.5,328.5
13/01/2020,2020-01-13,233.7,39.2,167.74,169.91,6.52,3.89,9.66,167.8,311.2
14/01/2020,2020-01-14,165.4,35.1,212.25,171.79,-34.35,5.6,2.96,92.2,197.7
15/01/2020,2020-01-15,159.8,32.7,204.32,167.12,-24.8,11.79,3.86,66.5,218.1
16/01/2020,2020-01-16,132.9,27.5,207.08,165.55,-34.35,6.61,2.21,110.2,191.7
17/01/2020,2020-01-17,216.5,38.4,177.49,159.97,-6.05,10.9,9.77,128.0,348.2
18/01/2020,2020-01-18,139.2,24.5,175.94,143.36,-28.83,3.15,1.1,69.7,176.5
19/01/2020,2020-01-19,65.2,9.8,149.85,132.18,1.08,18.06,6.39,50.2,77.8
20/01/2020,2020-01-20,126.0,26.7,212.24,162.73,-38.13,10.82,3.75,67.3,151.0
21/01/2020,2020-01-21,138.1,30.9,223.74,168.29,-53.38,1.54,0.0,103.8,158.3
22/01/2020,2020-01-22,187.5,42.6,227.2,169.77,-56.28,0.51,0.02,112.8,233.4
23/01/2020,2020-01-23,265.0,59.3,223.78,169.6,-53.83,0.07,0.0,242.6,309.1
24/01/2020,2020-01-24,301.5,64.2,212.76,166.22,-46.35,0.0,0.04,263.5,384.9
